,country_agg,GID_0,gender,age_bucket,date,rolling_total_responses,weight_sums,smoothed_pct_cli,smoothed_pct_ili,smoothed_pct_fever,smoothed_pct_cough,smoothed_pct_difficulty_breathing,smoothed_pct_fatigue,smoothed_pct_stuffy_runny_nose,smoothed_pct_aches_muscle_pain,smoothed_pct_sore_throat,smoothed_pct_chest_pain,smoothed_pct_nausea,smoothed_pct_anosmia_ageusia,smoothed_pct_eye_pain,smoothed_pct_headache,smoothed_pct_chills,smoothed_pct_cmnty_sick,smoothed_pct_ever_tested,smoothed_pct_tested_recently,smoothed_pct_worked_outside_home,smoothed_pct_grocery_outside_home,smoothed_pct_ate_outside_home,smoothed_pct_spent_time_with_non_hh,smoothed_pct_attended_public_event,smoothed_pct_used_public_transit,smoothed_pct_direct_contact_with_non_hh,smoothed_pct_wear_mask_all_time,smoothed_pct_wear_mask_most_time,smoothed_pct_wear_mask_half_time,smoothed_pct_wear_mask_some_time,smoothed_pct_wear_mask_none_time,smoothed_pct_no_public,smoothed_pct_feel_nervous_all_time,smoothed_pct_feel_nervous_most_time,smoothed_pct_feel_nervous_some_time,smoothed_pct_feel_nervous_little_time,smoothed_pct_feel_nervous_none_time,smoothed_pct_feel_depressed_all_time,smoothed_pct_feel_depressed_most_time,smoothed_pct_feel_depressed_some_time,smoothed_pct_feel_depressed_little_time,smoothed_pct_feel_depressed_none_time,smoothed_pct_worried_ill_covid19_very,smoothed_pct_worried_ill_covid19_somewhat,smoothed_pct_worried_ill_covid19_notTooWorried,smoothed_pct_worried_ill_covid19_notWorried,smoothed_pct_enough_toEat_very_worried,smoothed_pct_enough_toEat_somewhat_worried,smoothed_pct_enough_toEat_notToo_worried,smoothed_pct_enough_toEat_not_worried,smoothed_pct_finances_very_worried,smoothed_pct_finances_somewhat_worried,smoothed_pct_finances_notToo_worried,smoothed_pct_finances_not_worried,smoothed_pct_cli_weighted,smoothed_pct_ili_weighted,smoothed_pct_fever_weighted,smoothed_pct_cough_weighted,smoothed_pct_difficulty_breathing_weighted,smoothed_pct_fatigue_weighted,smoothed_pct_stuffy_runny_nose_weighted,smoothed_pct_aches_muscle_pain_weighted,smoothed_pct_sore_throat_weighted,smoothed_pct_chest_pain_weighted,smoothed_pct_nausea_weighted,smoothed_pct_anosmia_ageusia_weighted,smoothed_pct_eye_pain_weighted,smoothed_pct_headache_weighted,smoothed_pct_chills_weighted,smoothed_pct_cmnty_sick_weighted,smoothed_pct_ever_tested_weighted,smoothed_pct_tested_recently_weighted,smoothed_pct_worked_outside_home_weighted,smoothed_pct_grocery_outside_home_weighted,smoothed_pct_ate_outside_home_weighted,smoothed_pct_spent_time_with_non_hh_weighted,smoothed_pct_attended_public_event_weighted,smoothed_pct_used_public_transit_weighted,smoothed_pct_direct_contact_with_non_hh_weighted,smoothed_pct_wear_mask_all_time_weighted,smoothed_pct_wear_mask_most_time_weighted,smoothed_pct_wear_mask_half_time_weighted,smoothed_pct_wear_mask_some_time_weighted,smoothed_pct_wear_mask_none_time_weighted,smoothed_pct_no_public_weighted,smoothed_pct_feel_nervous_all_time_weighted,smoothed_pct_feel_nervous_most_time_weighted,smoothed_pct_feel_nervous_some_time_weighted,smoothed_pct_feel_nervous_little_time_weighted,smoothed_pct_feel_nervous_none_time_weighted,smoothed_pct_feel_depressed_all_time_weighted,smoothed_pct_feel_depressed_most_time_weighted,smoothed_pct_feel_depressed_some_time_weighted,smoothed_pct_feel_depressed_little_time_weighted,smoothed_pct_feel_depressed_none_time_weighted,smoothed_pct_worried_ill_covid19_very_weighted,smoothed_pct_worried_ill_covid19_somewhat_weighted,smoothed_pct_worried_ill_covid19_notTooWorried_weighted,smoothed_pct_worried_ill_covid19_notWorried_weighted,smoothed_pct_enough_toEat_very_worried_weighted,smoothed_pct_enough_toEat_somewhat_worried_weighted,smoothed_pct_enough_toEat_notToo_worried_weighted,smoothed_pct_enough_toEat_not_worried_weighted,smoothed_pct_finances_very_worried_weighted,smoothed_pct_finances_somewhat_worried_weighted,smoothed_pct_finances_notToo_worried_weighted,smoothed_pct_finances_not_worried_weighted
20,Algeria,DZA,male,18-34,2020-11-01,273.0,3313070.8,7.49,7.49,11.97,20.46,8.01,30.19,30.93,21.77,17.85,10.59,6.41,12.52,10.76,28.51,8.39,34.8,20.62,46.95,44.7,71.44,58.45,60.79,31.08,35.75,64.84,18.68,20.51,19.78,15.38,19.78,5.86,5.89,9.98,20.67,25.08,38.38,9.25,11.44,19.16,21.03,39.12,25.27,26.37,20.51,26.01,9.52,9.89,16.85,63.0,20.94,23.15,22.07,33.84,10.01,9.48,13.98,18.67,8.65,30.2,27.55,21.65,17.39,12.69,6.14,13.89,13.42,28.33,9.89,32.01,16.0,7.01,42.38,74.65,67.21,57.72,34.38,35.01,69.16,17.55,17.7,17.7,16.36,25.1,5.58,7.97,11.09,17.82,21.59,39.86,10.52,14.69,15.54,22.07,36.11,21.04,20.92,25.22,31.51,9.21,7.21,16.71,66.75,21.89,26.76,21.92,29.38
21,Algeria,DZA,male,35-54,2020-11-01,282.0,3179391.59,6.5,6.52,9.79,16.75,5.54,29.69,27.63,21.96,13.14,9.84,7.31,10.3,8.38,28.03,9.91,38.27,20.39,34.48,55.7,85.68,63.81,53.29,23.29,26.67,66.67,20.57,28.37,24.82,15.25,8.51,2.48,4.3,2.14,23.99,34.39,35.17,3.56,7.46,19.93,30.98,38.06,31.21,36.88,15.6,14.89,7.09,15.96,19.5,57.09,14.54,28.01,23.05,34.4,7.15,6.2,10.5,13.49,4.72,28.53,21.95,21.02,10.65,8.11,8.82,11.27,9.2,27.63,10.36,30.81,16.65,4.51,49.37,84.37,63.72,48.69,27.18,28.89,63.64,22.42,24.13,23.57,15.28,12.78,1.81,6.23,1.49,26.54,33.37,31.29,4.34,10.08,20.36,30.68,34.41,29.72,39.94,12.11,16.98,6.02,17.69,18.3,57.58,14.97,28.03,23.37,33.63
22,Algeria,DZA,male,55+,2020-11-01,133.0,1103452.02,4.71,3.91,7.82,15.2,3.9,19.01,19.7,19.82,12.4,7.71,3.1,2.3,6.18,14.73,5.4,33.83,15.16,33.01,46.85,85.24,53.0,45.34,17.89,14.2,56.39,31.58,30.83,24.81,6.77,3.76,0.75,0.75,3.01,21.05,27.07,48.12,3.05,3.01,21.28,27.89,44.77,42.11,30.08,16.54,9.02,7.52,13.53,23.31,55.64,8.45,18.95,29.5,43.09,1.7,1.48,3.19,8.89,1.38,11.79,12.77,12.37,9.5,8.83,1.08,1.3,4.86,8.95,2.6,29.21,17.12,2.85,45.53,84.39,47.76,32.77,14.47,12.5,57.0,23.93,33.54,28.19,6.45,5.48,0.36,0.4,3.06,17.89,22.37,56.28,1.71,2.34,28.08,23.12,43.56,35.13,25.64,22.63,13.23,3.01,10.89,19.2,66.9,4.95,17.03,27.62,48.74
23,Algeria,DZA,male,overall,2020-11-01,689.0,7595914.4,6.55,6.4,10.28,17.91,6.18,27.83,27.32,21.53,14.87,9.72,6.13,9.6,8.91,25.61,8.57,36.08,19.61,41.15,49.69,79.99,59.59,54.68,25.29,27.8,64.01,21.92,25.69,22.79,13.64,12.05,3.48,4.24,5.42,22.1,29.3,38.94,5.7,8.19,19.89,26.46,39.76,30.91,31.35,17.71,18.14,8.13,13.06,19.16,59.07,15.9,24.36,23.88,35.86,7.54,6.9,10.77,15.17,6.06,26.5,22.98,19.93,13.62,10.63,6.16,11.1,10.41,24.89,8.92,31.37,16.6,5.5,45.56,79.96,62.41,50.03,28.91,28.78,65.16,21.06,21.72,21.59,14.78,17.23,3.24,6.16,6.26,21.06,26.07,39.22,6.87,10.96,19.61,24.94,36.66,27.08,28.38,20.18,22.67,6.98,12.08,17.84,62.83,16.96,25.05,23.4,34.26
24,Algeria,DZA,overall,18-34,2020-11-01,426.0,6934779.64,7.18,7.42,11.02,19.35,9.48,36.39,32.33,24.27,19.4,11.37,8.25,13.57,13.46,32.56,11.46,36.15,21.26,47.33,41.51,64.98,47.45,56.67,25.52,34.42,58.22,27.23,22.07,16.43,12.21,14.32,7.75,4.73,10.66,24.41,26.78,33.43,8.27,13.95,22.7,23.41,31.67,33.57,26.06,18.08,20.19,8.92,12.21,19.25,58.22,20.99,23.58,22.87,32.56,8.17,7.82,11.11,17.54,10.56,34.83,29.89,24.04,18.48,11.65,6.84,13.28,12.9,31.66,10.37,34.57,17.53,7.08,36.57,64.74,49.16,53.85,26.63,33.27,59.67,25.72,21.27,13.98,12.61,16.23,10.18,5.63,9.63,24.27,27.91,31.6,8.24,16.69,20.65,24.57,29.15,33.56,21.68,20.7,22.76,7.84,11.97,19.7,59.57,21.09,26.99,22.48,29.4
25,Algeria,DZA,overall,35-54,2020-11-01,389.0,6607618.48,6.59,6.6,9.22,18.83,6.66,33.69,28.49,22.14,14.63,10.92,9.08,11.71,8.99,30.39,11.4,36.46,21.53,37.56,53.17,80.01,54.98,51.52,20.89,26.17,62.47,26.74,27.51,20.82,13.62,6.94,4.37,4.42,5.43,25.37,32.39,32.39,3.87,9.27,22.43,28.11,36.32,35.22,35.48,15.17,12.85,7.71,14.4,19.54,57.84,15.68,25.71,22.62,35.99,5.79,5.2,8.13,18.49,8.37,37.48,29.11,24.33,14.99,12.0,13.18,13.13,10.31,32.97,13.59,31.14,20.05,4.58,43.52,74.78,44.72,43.56,20.04,28.55,53.26,32.43,25.83,16.1,11.89,7.8,5.95,5.26,7.37,26.79,31.32,28.63,4.99,10.36,24.87,25.57,34.14,35.33,36.42,13.27,13.76,5.71,14.89,20.78,57.9,14.68,27.39,22.48,35.45
26,Algeria,DZA,overall,55+,2020-11-01,159.0,1296492.95,7.09,6.43,9.68,17.77,6.41,24.77,22.78,24.81,14.79,10.25,5.13,4.46,11.52,21.2,8.97,36.48,15.88,45.66,45.28,83.82,52.76,49.41,20.76,16.95,56.6,33.33,30.82,22.01,6.92,5.03,0.63,2.52,5.66,20.75,26.42,44.65,4.43,5.72,22.83,24.58,42.44,42.77,28.3,16.35,10.69,8.18,13.21,22.01,56.6,9.57,19.63,27.2,43.59,5.84,5.69,6.87,15.47,3.97,24.38,21.92,24.87,14.28,11.55,2.9,3.03,14.1,22.41,11.08,34.6,16.99,4.8,38.93,79.36,46.26,42.55,19.9,15.71,56.96,31.12,34.27,24.36,5.11,3.6,0.23,2.99,6.72,19.73,26.25,44.3,1.75,8.63,32.4,20.07,36.25,40.19,25.36,21.5,10.62,2.94,12.85,19.04,65.17,4.28,22.66,25.71,46.27
27,Algeria,DZA,overall,overall,2020-11-01,1448.0,22978865.39,7.13,6.75,10.07,17.81,7.81,33.16,27.07,22.81,16.97,10.47,8.58,10.73,10.78,29.48,11.27,35.47,21.82,41.92,47.08,73.36,50.99,53.26,22.86,28.25,57.98,23.83,23.83,16.64,10.15,7.94,4.35,3.69,7.94,24.66,28.25,35.45,5.32,10.54,22.72,25.96,35.46,31.08,24.65,12.91,11.95,6.63,11.05,16.85,47.17,16.97,24.83,22.91,35.3,6.8,6.23,8.79,16.72,8.28,33.69,26.41,23.53,17.02,10.57,9.19,10.44,10.81,29.96,11.16,32.16,19.64,5.98,38.12,62.48,41.4,44.74,20.59,27.26,50.74,23.89,23.84,14.18,9.66,8.93,5.68,3.61,7.15,20.15,23.56,27.93,4.51,10.26,19.78,20.82,27.65,30.21,22.42,13.04,13.31,5.38,10.61,16.5,47.6,13.34,21.14,18.38,27.49
28,American Samoa,ASM,overall,overall,2020-11-01,75.0,1109906.5,,,,28.73,,,,,24.2,,,26.53,,,,29.67,41.34,74.49,,67.29,50.33,50.14,40.65,43.86,56.08,30.67,9.33,8.0,2.67,13.33,6.67,,,,,,,,,,,17.33,13.33,9.33,17.33,14.67,16.0,8.0,22.67,,,,,11.56,11.56,11.56,21.5,14.03,23.24,21.01,14.07,15.31,16.79,18.77,18.63,22.21,22.73,17.38,36.64,48.13,33.54,22.06,31.24,27.27,22.01,21.77,25.66,29.8,28.3,7.34,10.9,0.85,5.98,4.59,5.87,7.78,7.2,4.36,32.11,3.85,3.87,5.72,6.86,35.29,12.41,16.33,5.79,18.81,9.45,16.97,4.93,23.88,14.31,11.01,8.48,21.54
29,Andorra,AND,overall,overall,2020-11-01,111.0,1172590.58,12.23,11.26,12.23,21.85,12.1,27.01,27.62,19.1,25.46,14.75,15.95,14.92,16.5,28.53,18.09,31.18,40.87,,40.91,67.27,44.37,48.77,23.97,33.23,47.98,44.14,7.21,7.21,1.8,8.11,2.7,16.2,10.31,18.42,16.03,39.05,14.62,9.0,22.45,14.58,39.34,24.32,16.22,7.21,17.12,13.51,10.81,18.02,23.42,32.64,29.52,13.8,24.04,13.23,12.49,13.23,22.08,15.79,24.1,30.02,22.9,20.99,17.74,18.51,15.98,18.02,26.37,21.13,46.64,43.59,33.46,36.73,39.33,22.77,27.69,20.74,24.22,39.84,32.93,8.88,17.77,0.96,11.29,1.23,12.37,7.88,10.39,11.44,21.33,12.11,3.84,14.87,3.53,29.39,16.67,14.16,12.3,19.29,8.17,18.29,13.74,22.33,12.57,16.03,13.35,20.58
30,Angola,AGO,female,overall,2020-11-01,56.0,2268780.29,1.79,1.79,1.79,10.94,5.58,14.51,12.95,20.54,14.73,5.51,12.72,5.36,14.64,20.39,5.73,17.86,30.8,66.96,34.52,54.88,20.24,52.5,14.66,23.66,41.07,69.64,7.14,5.36,7.14,1.79,8.93,1.79,3.57,10.71,28.57,55.36,0.0,3.57,5.36,20.6,70.48,48.21,30.36,10.71,7.14,30.36,23.21,17.86,28.57,39.29,19.64,21.43,19.64,0.17,0.17,0.17,9.07,4.37,10.61,10.35,17.63,12.44,2.36,11.45,2.92,9.73,17.73,2.74,10.59,21.89,12.56,33.7,53.2,14.23,48.31,10.97,17.66,29.69,71.52,2.64,4.26,8.45,1.39,11.73,0.37,2.15,15.09,26.9,55.5,0.0,0.33,7.46,20.53,70.13,51.27,31.13,10.34,3.65,23.87,28.69,22.23,25.2,28.76,29.83,24.29,17.12
31,Angola,AGO,male,18-34,2020-11-01,83.0,732766.62,3.78,1.31,5.05,10.01,5.0,16.01,10.14,14.92,7.53,5.05,2.95,3.85,9.19,16.34,4.93,10.84,20.48,38.8,34.18,54.61,32.65,56.86,23.31,36.92,45.78,71.08,18.07,2.41,2.41,1.2,2.41,1.2,1.2,9.64,25.3,62.65,1.2,3.72,7.34,24.8,62.94,49.4,13.25,21.69,15.66,33.73,24.1,18.07,21.69,44.46,27.39,14.78,13.37,1.98,0.31,6.0,6.11,3.61,14.94,12.67,14.81,6.72,3.62,2.58,5.15,10.08,18.35,6.08,10.77,16.42,5.65,28.59,54.42,27.45,52.6,21.64,33.83,46.78,73.18,17.35,1.2,2.58,0.03,3.29,1.31,0.82,9.18,22.71,65.97,0.39,3.69,5.59,28.66,57.71,51.58,15.16,23.81,9.45,30.39,29.77,17.38,20.48,42.92,25.87,18.26,10.96
32,Angola,AGO,male,35-54,2020-11-01,69.0,535083.79,4.47,3.02,4.47,8.94,4.47,22.34,14.86,16.67,11.59,9.06,9.18,3.14,8.7,12.08,5.92,26.09,39.13,46.86,53.92,61.33,35.85,71.94,24.9,30.38,55.07,71.01,11.59,2.9,1.45,2.9,10.14,2.9,1.45,5.8,24.64,65.22,1.45,5.8,7.25,24.64,60.87,59.42,20.29,7.25,13.04,50.72,13.04,10.14,26.09,52.17,21.74,8.7,17.39,4.04,2.07,4.04,8.36,3.6,23.49,15.18,17.28,12.28,8.38,9.75,3.37,9.89,10.74,6.23,21.62,41.89,20.67,54.97,54.63,34.17,69.1,24.16,27.88,54.41,72.82,12.2,0.68,1.96,1.9,10.44,2.06,0.3,6.63,23.55,67.46,0.39,5.63,7.16,23.63,63.19,63.61,17.84,8.41,10.14,51.71,13.12,11.74,23.43,54.67,21.42,7.93,15.97
33,Angola,AGO,male,overall,2020-11-01,180.0,1736443.4,4.64,2.92,5.25,10.9,5.75,20.57,12.14,16.69,10.28,8.15,5.94,3.57,10.64,16.17,5.14,16.67,32.78,48.53,43.83,58.05,33.78,60.85,24.29,32.81,49.44,71.11,13.89,3.33,1.67,3.89,5.0,2.22,1.11,8.33,22.22,66.11,1.67,3.95,6.18,23.58,64.63,54.44,16.11,13.33,16.11,39.44,18.33,15.0,26.11,44.4,23.06,14.58,17.95,3.0,1.4,5.18,8.91,3.75,19.28,12.86,17.31,8.37,6.95,5.16,3.78,10.7,16.51,5.61,14.0,29.19,12.74,39.64,56.3,31.77,57.45,23.32,29.98,49.9,73.02,15.15,1.61,1.89,1.31,5.84,1.48,0.55,8.46,21.13,68.39,0.34,3.97,5.58,26.2,61.76,57.73,15.4,16.12,10.75,38.29,22.01,15.74,23.08,45.76,22.13,16.9,14.34
34,Angola,AGO,overall,18-34,2020-11-01,118.0,2095585.74,5.19,3.46,6.08,12.19,6.97,19.89,12.19,16.67,9.58,5.23,10.02,6.16,11.65,20.28,5.16,13.56,21.19,45.24,35.8,55.71,31.16,56.73,26.6,35.99,47.46,66.95,16.1,4.24,2.54,4.24,4.24,2.54,3.39,11.02,27.12,55.93,2.62,5.36,7.04,23.66,61.32,46.61,18.64,19.49,14.41,33.9,22.03,18.64,23.73,44.72,26.05,14.72,14.51,1.36,0.43,4.07,7.69,4.16,14.1,10.45,15.1,6.12,2.16,9.11,3.89,8.25,18.36,4.2,11.07,14.06,5.79,31.6,52.2,21.99,49.72,19.76,30.45,44.74,69.5,13.55,4.94,1.9,1.57,7.04,0.7,1.04,11.13,25.7,61.43,0.26,3.2,3.39,24.83,64.09,46.98,24.8,18.84,8.04,30.04,27.5,19.43,21.96,43.96,25.83,16.94,12.2
35,Angola,AGO,overall,35-54,2020-11-01,98.0,1719668.65,3.12,2.1,4.15,8.45,4.15,18.69,14.52,16.68,13.37,9.41,7.36,3.24,11.45,16.66,7.6,22.45,37.03,55.95,48.02,60.57,32.51,66.37,21.56,29.74,49.42,71.43,11.22,2.04,4.08,2.04,9.18,3.06,2.04,5.1,26.53,63.27,1.02,4.08,9.18,24.49,61.22,58.16,21.43,8.16,12.24,42.86,19.39,12.24,25.51,46.94,21.43,14.29,17.35,2.91,1.33,3.0,9.03,4.18,18.93,18.02,18.11,15.89,7.21,5.28,4.27,12.47,14.8,5.63,17.88,36.25,20.35,44.72,57.82,28.02,61.24,16.57,22.88,39.95,74.95,7.97,0.38,6.03,0.83,9.82,1.63,1.82,8.32,24.03,64.19,0.25,3.92,8.38,25.4,62.04,65.06,16.9,10.33,7.71,37.77,23.08,16.09,23.06,38.14,25.15,20.07,16.64
36,Angola,AGO,overall,overall,2020-11-01,404.0,7455973.96,5.78,5.27,7.12,12.54,8.36,20.27,14.21,18.41,12.67,9.39,8.87,7.11,12.81,19.38,7.63,17.08,31.52,49.02,43.97,58.45,32.62,58.6,27.06,34.33,48.1,59.9,12.13,2.72,2.23,4.21,5.2,2.83,2.66,8.39,26.58,59.54,2.05,4.52,7.49,22.89,63.06,45.54,15.1,9.41,12.13,29.21,18.56,13.37,21.78,43.72,23.45,15.26,17.57,2.2,1.86,3.59,9.86,5.69,15.72,12.22,17.84,9.58,5.76,5.69,4.28,9.6,17.98,4.63,12.22,26.08,11.45,35.61,50.91,23.68,50.16,21.63,26.97,41.03,63.38,10.33,2.14,1.87,1.91,7.78,0.95,1.46,8.45,23.89,51.58,0.37,2.99,5.17,22.53,53.89,48.09,16.19,9.79,8.16,28.46,21.25,14.96,19.05,35.16,20.73,16.03,11.81
37,Argentina,ARG,female,18-34,2020-11-01,2559.0,4882143.49,2.56,2.17,3.11,13.04,5.79,27.53,27.65,19.23,16.12,6.65,8.75,6.49,17.02,33.39,7.68,30.41,18.9,36.7,22.02,64.47,10.73,48.38,5.49,15.81,50.13,78.0,9.22,1.41,0.59,1.45,9.3,1.93,8.59,18.4,25.21,45.86,3.13,11.88,19.7,26.97,38.31,44.51,39.59,9.22,5.86,22.51,27.16,24.54,25.6,44.41,32.06,15.24,8.29,2.15,1.83,2.71,11.92,5.41,27.33,26.42,17.88,14.96,6.45,8.44,5.34,16.4,32.5,8.58,25.65,16.66,5.47,21.64,65.76,9.35,47.68,5.91,18.97,50.69,77.74,9.13,1.43,0.57,1.74,9.28,1.86,8.2,17.49,25.06,46.59,3.09,12.16,19.3,27.31,38.06,42.86,39.88,9.66,6.6,25.34,28.47,22.03,23.8,47.81,30.65,13.91,7.6
38,Argentina,ARG,female,35-54,2020-11-01,2511.0,4622150.18,2.16,1.95,2.56,11.39,4.15,20.3,20.06,17.27,12.82,5.93,5.99,5.26,10.34,25.38,6.69,30.9,21.06,36.54,27.18,68.88,8.99,37.49,3.36,13.55,40.96,84.31,5.18,0.72,0.36,0.96,8.48,2.21,6.63,15.88,22.87,52.41,1.99,6.54,16.91,25.32,49.24,43.37,40.1,9.32,5.89,17.96,26.8,24.65,30.27,39.02,34.5,14.96,11.53,1.95,1.76,2.38,10.38,4.0,17.42,17.89,15.61,11.01,5.47,5.58,4.19,9.14,23.44,6.27,27.06,20.2,6.53,26.96,70.04,7.34,36.28,3.31,15.25,40.14,84.41,5.13,0.53,0.44,1.07,8.42,2.11,6.22,15.26,22.51,53.03,1.81,6.01,17.08,24.47,50.55,43.0,39.71,9.49,6.55,18.44,27.54,23.82,29.79,40.2,35.19,14.07,10.33
39,Argentina,ARG,female,55+,2020-11-01,1265.0,3305857.99,0.96,0.72,1.12,9.16,3.35,10.71,15.23,13.38,7.02,3.27,1.52,1.59,6.14,12.44,3.75,26.13,11.19,28.51,14.76,71.02,11.67,38.89,1.95,8.61,40.9,84.03,3.4,0.47,0.63,0.63,10.83,0.72,4.65,15.44,22.06,57.14,0.95,4.2,16.61,23.18,55.06,37.87,40.24,11.15,9.72,6.88,15.81,23.24,53.28,19.68,32.25,21.98,26.09,0.85,0.57,0.92,7.99,3.54,10.1,14.65,13.98,7.31,2.94,2.04,1.59,4.91,10.77,3.32,20.54,9.53,2.47,12.37,69.52,10.42,39.39,2.02,8.54,41.53,82.71,3.06,0.33,1.13,0.49,12.29,0.58,4.26,14.68,21.05,57.84,1.17,4.61,13.75,23.47,56.67,37.34,40.25,10.77,10.73,6.28,15.03,21.65,56.31,18.05,32.92,20.21,28.83
40,Argentina,ARG,female,overall,2020-11-01,6337.0,12817414.47,2.08,1.79,2.49,11.61,4.65,21.31,22.17,17.28,12.99,5.69,6.21,5.02,12.21,26.04,6.5,29.74,18.23,35.86,22.63,67.53,10.23,42.18,3.96,13.47,44.65,81.69,6.47,0.95,0.5,1.09,9.28,1.8,7.02,16.82,23.65,50.71,2.24,8.23,17.97,25.58,45.97,42.73,39.92,9.64,6.64,17.6,24.74,24.32,32.98,37.34,33.05,16.49,13.12,1.72,1.45,2.1,10.32,4.39,19.2,20.21,15.98,11.48,5.15,5.67,3.91,10.71,23.46,6.34,24.72,16.04,5.03,21.14,68.24,8.92,41.43,3.98,14.87,44.56,81.38,6.13,0.8,0.68,1.18,9.78,1.61,6.45,15.98,23.05,51.87,2.1,7.97,17.05,25.26,47.48,41.39,39.94,9.94,7.68,17.82,24.54,22.51,34.65,37.16,32.79,15.65,14.31
41,Argentina,ARG,male,18-34,2020-11-01,1191.0,4694202.72,2.64,2.21,3.15,12.58,5.62,20.41,23.07,15.64,10.7,6.73,4.86,4.5,12.73,21.04,6.98,31.65,20.72,32.22,39.74,67.27,16.15,51.49,9.41,15.53,56.26,74.9,12.26,2.02,1.26,1.85,7.64,2.8,5.84,13.45,23.98,53.94,3.45,8.33,14.82,25.09,48.31,35.26,40.22,13.94,9.57,18.56,24.52,27.54,29.22,39.78,29.94,18.0,12.28,2.23,1.94,2.81,13.24,5.91,19.74,22.61,17.24,9.96,6.85,4.89,4.13,12.22,21.3,7.35,28.93,19.32,5.53,40.65,66.8,13.55,51.92,9.51,17.33,58.48,73.11,13.07,2.61,1.14,1.81,8.1,4.25,6.34,12.01,22.52,54.08,4.86,8.3,15.27,23.81,47.37,34.87,39.88,14.34,9.82,19.53,25.97,28.14,26.04,41.53,29.32,17.32,11.51
42,Argentina,ARG,male,35-54,2020-11-01,1414.0,4468230.63,1.94,1.95,2.74,9.62,3.25,14.67,17.38,11.97,7.54,4.32,3.09,3.52,8.66,15.73,3.17,30.43,21.66,33.04,45.19,74.43,14.97,45.13,6.41,10.32,48.34,80.69,10.68,1.06,0.85,1.06,5.66,0.57,3.34,12.73,18.75,64.61,0.99,3.62,11.56,19.86,63.97,36.21,39.67,13.22,10.18,13.65,22.91,24.05,39.18,32.56,32.41,18.19,16.84,1.67,1.53,2.5,9.85,3.49,13.16,16.79,11.64,7.02,4.2,2.77,3.45,7.64,14.11,2.53,28.57,21.3,6.82,46.68,76.02,13.86,43.73,6.78,11.45,48.25,79.5,11.28,1.14,1.05,1.32,5.71,0.51,3.28,12.14,17.51,66.23,0.9,3.2,10.1,20.4,65.08,35.6,38.93,13.95,10.73,14.44,23.55,23.73,38.1,34.94,31.9,17.44,15.64
43,Argentina,ARG,male,55+,2020-11-01,996.0,2869357.96,0.51,0.61,0.81,9.2,3.44,11.07,14.35,11.75,3.96,3.14,1.22,1.42,4.25,9.2,2.03,24.92,14.62,29.82,28.61,74.79,17.02,34.46,3.26,9.04,40.6,85.14,3.61,1.0,0.9,0.7,8.63,0.71,1.62,9.82,17.27,70.59,0.2,2.51,9.15,17.61,70.52,37.15,41.67,11.65,8.53,5.92,13.86,25.5,54.12,17.27,29.72,21.69,31.33,0.5,0.69,1.0,8.21,3.24,10.13,12.3,11.22,3.89,3.02,0.99,1.44,4.28,8.77,1.87,21.71,13.78,4.7,29.68,75.26,17.15,34.75,3.17,8.96,41.78,82.92,3.64,0.94,1.19,0.74,10.57,0.85,1.69,8.63,16.89,71.14,0.21,1.69,8.72,16.84,72.29,35.22,43.76,11.06,9.0,5.52,14.61,24.6,54.82,16.95,29.97,21.86,31.22
44,Argentina,ARG,male,overall,2020-11-01,3602.0,12031791.31,1.78,1.66,2.34,10.48,4.08,15.57,18.4,13.12,7.59,4.78,3.16,3.26,8.78,15.67,4.11,29.31,19.41,32.24,38.82,72.17,15.92,44.29,6.52,11.68,48.83,80.01,9.24,1.36,1.0,1.22,7.13,1.34,3.69,12.16,20.06,62.75,1.59,4.87,11.97,20.96,60.62,36.15,40.39,13.05,9.52,13.13,20.93,25.62,40.01,30.7,30.87,19.09,19.34,1.58,1.46,2.23,10.68,4.33,14.83,17.84,13.55,7.32,4.86,3.12,3.22,8.49,15.44,4.17,26.99,18.62,5.77,40.18,72.28,14.61,44.63,6.92,13.02,50.51,78.0,10.0,1.63,1.11,1.38,7.83,2.0,4.0,11.21,19.23,62.92,2.21,4.74,11.7,20.77,60.25,35.22,40.43,13.42,9.99,14.14,22.21,25.65,37.71,32.91,30.47,18.5,17.99
45,Argentina,ARG,other,overall,2020-11-01,94.0,561476.1,0.0,0.0,1.06,5.45,4.26,19.83,18.37,16.22,9.84,3.32,6.52,2.13,19.7,28.06,7.58,24.47,11.7,,19.55,60.0,9.71,39.4,6.59,14.08,42.55,77.66,5.32,1.06,1.06,0.0,14.89,2.13,13.83,14.89,21.28,47.87,5.32,9.57,17.02,26.6,41.49,39.36,34.04,17.02,9.57,27.66,25.53,21.28,25.53,39.36,31.91,13.83,14.89,0.0,0.0,0.29,6.08,2.18,17.98,16.29,13.86,9.89,2.12,7.21,1.34,22.77,27.97,5.51,20.54,9.15,0.0,19.87,56.13,8.15,37.57,8.39,12.04,40.05,73.57,4.08,0.57,0.67,0.0,21.12,1.86,20.71,12.49,17.74,47.2,5.19,13.87,15.96,21.83,43.15,37.13,29.53,15.68,17.67,28.16,22.66,18.38,30.81,38.23,30.41,11.28,20.08
